id,value,category
13168,131680,A
13169,131690,B
13170,131700,A
13171,131710,B
13172,131720,A
13173,131730,B
13174,131740,A
13175,131750,B
13176,131760,A
13177,131770,B
13178,131780,A
13179,131790,B
13180,131800,A
13181,131810,B
13182,131820,A
13183,131830,B
13184,131840,A
13185,131850,B
13186,131860,A
13187,131870,B
13188,131880,A
13189,131890,B
13190,131900,A
13191,131910,B
13192,131920,A
13193,131930,B
13194,131940,A
13195,131950,B
13196,131960,A
13197,131970,B
13198,131980,A
13199,131990,B
13200,132000,A
13201,132010,B
13202,132020,A
13203,132030,B
13204,132040,A
13205,132050,B
13206,132060,A
13207,132070,B
13208,132080,A
13209,132090,B
13210,132100,A
13211,132110,B
13212,132120,A
13213,132130,B
13214,132140,A
13215,132150,B
13216,132160,A
13217,132170,B
13218,132180,A
13219,132190,B
13220,132200,A
13221,132210,B
13222,132220,A
13223,132230,B
13224,132240,A
13225,132250,B
13226,132260,A
13227,132270,B
13228,132280,A
13229,132290,B
13230,132300,A
13231,132310,B
13232,132320,A
13233,132330,B
13234,132340,A
13235,132350,B
13236,132360,A
13237,132370,B
13238,132380,A
13239,132390,B
13240,132400,A
13241,132410,B
13242,132420,A
13243,132430,B
13244,132440,A
13245,132450,B
13246,132460,A
13247,132470,B
13248,132480,A
13249,132490,B
13250,132500,A
13251,132510,B
13252,132520,A
13253,132530,B
13254,132540,A
13255,132550,B
13256,132560,A
13257,132570,B
13258,132580,A
13259,132590,B
13260,132600,A
13261,132610,B
13262,132620,A
13263,132630,B
13264,132640,A
13265,132650,B
13266,132660,A
13267,132670,B
13268,132680,A
13269,132690,B
13270,132700,A
13271,132710,B
13272,132720,A
13273,132730,B
13274,132740,A
13275,132750,B
13276,132760,A
13277,132770,B
13278,132780,A
13279,132790,B
13280,132800,A
13281,132810,B
13282,132820,A
13283,132830,B
13284,132840,A
13285,132850,B
13286,132860,A
13287,132870,B
13288,132880,A
13289,132890,B
13290,132900,A
13291,132910,B
13292,132920,A
13293,132930,B
13294,132940,A
13295,132950,B
13296,132960,A
13297,132970,B
13298,132980,A
13299,132990,B
13300,133000,A
13301,133010,B
13302,133020,A
13303,133030,B
13304,133040,A
13305,133050,B
13306,133060,A
13307,133070,B
13308,133080,A
13309,133090,B
13310,133100,A
13311,133110,B
13312,133120,A
13313,133130,B
13314,133140,A
13315,133150,B
13316,133160,A
13317,133170,B
13318,133180,A
13319,133190,B
13320,133200,A
13321,133210,B
13322,133220,A
13323,133230,B
13324,133240,A
13325,133250,B
13326,133260,A
13327,133270,B
13328,133280,A
13329,133290,B
13330,133300,A
13331,133310,B
13332,133320,A
13333,133330,B
13334,133340,A
13335,133350,B
13336,133360,A
13337,133370,B
13338,133380,A
13339,133390,B
13340,133400,A
13341,133410,B
13342,133420,A
13343,133430,B
13344,133440,A
13345,133450,B
13346,133460,A
13347,133470,B
13348,133480,A
13349,133490,B
13350,133500,A
13351,133510,B
13352,133520,A
13353,133530,B
13354,133540,A
13355,133550,B
13356,133560,A
13357,133570,B
13358,133580,A
13359,133590,B
13360,133600,A
13361,133610,B
13362,133620,A
13363,133630,B
13364,133640,A
13365,133650,B
13366,133660,A
13367,133670,B
13368,133680,A
13369,133690,B
13370,133700,A
13371,133710,B
13372,133720,A
13373,133730,B
13374,133740,A
13375,133750,B
13376,133760,A
13377,133770,B
13378,133780,A
13379,133790,B
13380,133800,A
13381,133810,B
13382,133820,A
13383,133830,B
13384,133840,A
13385,133850,B
13386,133860,A
13387,133870,B
13388,133880,A
13389,133890,B
13390,133900,A
13391,133910,B
13392,133920,A
13393,133930,B
13394,133940,A
13395,133950,B
13396,133960,A
13397,133970,B
13398,133980,A
13399,133990,B
13400,134000,A
13401,134010,B
13402,134020,A
13403,134030,B
13404,134040,A
13405,134050,B
13406,134060,A
13407,134070,B
13408,134080,A
13409,134090,B
13410,134100,A
13411,134110,B
13412,134120,A
13413,134130,B
13414,134140,A
13415,134150,B
13416,134160,A
13417,134170,B
13418,134180,A
13419,134190,B
13420,134200,A
13421,134210,B
13422,134220,A
13423,134230,B
13424,134240,A
13425,134250,B
13426,134260,A
13427,134270,B
13428,134280,A
13429,134290,B
13430,134300,A
13431,134310,B
13432,134320,A
13433,134330,B
13434,134340,A
13435,134350,B
13436,134360,A
13437,134370,B
13438,134380,A
13439,134390,B
13440,134400,A
13441,134410,B
13442,134420,A
13443,134430,B
13444,134440,A
13445,134450,B
13446,134460,A
13447,134470,B
13448,134480,A
13449,134490,B
13450,134500,A
13451,134510,B
13452,134520,A
13453,134530,B
13454,134540,A
13455,134550,B
13456,134560,A
13457,134570,B
13458,134580,A
13459,134590,B
13460,134600,A
13461,134610,B
13462,134620,A
13463,134630,B
13464,134640,A
13465,134650,B
13466,134660,A
13467,134670,B
13468,134680,A
13469,134690,B
13470,134700,A
13471,134710,B
13472,134720,A
13473,134730,B
13474,134740,A
13475,134750,B
13476,134760,A
13477,134770,B
13478,134780,A
13479,134790,B
13480,134800,A
13481,134810,B
13482,134820,A
13483,134830,B
13484,134840,A
13485,134850,B
13486,134860,A
13487,134870,B
13488,134880,A
13489,134890,B
13490,134900,A
13491,134910,B
13492,134920,A
13493,134930,B
13494,134940,A
13495,134950,B
13496,134960,A
13497,134970,B
13498,134980,A
13499,134990,B
13500,135000,A
13501,135010,B
13502,135020,A
13503,135030,B
13504,135040,A
13505,135050,B
13506,135060,A
13507,135070,B
13508,135080,A
13509,135090,B
13510,135100,A
13511,135110,B
13512,135120,A
13513,135130,B
13514,135140,A
13515,135150,B
13516,135160,A
13517,135170,B
13518,135180,A
13519,135190,B
13520,135200,A
13521,135210,B
13522,135220,A
13523,135230,B
13524,135240,A
13525,135250,B
13526,135260,A
13527,135270,B
13528,135280,A
13529,135290,B
13530,135300,A
13531,135310,B
13532,135320,A
13533,135330,B
13534,135340,A
13535,135350,B
13536,135360,A
13537,135370,B
13538,135380,A
13539,135390,B
13540,135400,A
13541,135410,B
13542,135420,A
13543,135430,B
13544,135440,A
13545,135450,B
13546,135460,A
13547,135470,B
13548,135480,A
13549,135490,B
13550,135500,A
13551,135510,B
13552,135520,A
13553,135530,B
13554,135540,A
13555,135550,B
13556,135560,A
13557,135570,B
13558,135580,A
13559,135590,B
13560,135600,A
13561,135610,B
13562,135620,A
13563,135630,B
13564,135640,A
13565,135650,B
13566,135660,A
13567,135670,B
13568,135680,A
13569,135690,B
13570,135700,A
13571,135710,B
13572,135720,A
13573,135730,B
13574,135740,A
13575,135750,B
13576,135760,A
13577,135770,B
13578,135780,A
13579,135790,B
13580,135800,A
13581,135810,B
13582,135820,A
13583,135830,B
13584,135840,A
13585,135850,B
13586,135860,A
13587,135870,B
13588,135880,A
13589,135890,B
13590,135900,A
13591,135910,B
13592,135920,A
13593,135930,B
13594,135940,A
13595,135950,B
13596,135960,A
13597,135970,B
13598,135980,A
13599,135990,B
13600,136000,A
13601,136010,B
13602,136020,A
13603,136030,B
13604,136040,A
13605,136050,B
13606,136060,A
13607,136070,B
13608,136080,A
13609,136090,B
13610,136100,A
13611,136110,B
13612,136120,A
13613,136130,B
13614,136140,A
13615,136150,B
13616,136160,A
13617,136170,B
13618,136180,A
13619,136190,B
13620,136200,A
13621,136210,B
13622,136220,A
13623,136230,B
13624,136240,A
13625,136250,B
13626,136260,A
13627,136270,B
13628,136280,A
13629,136290,B
13630,136300,A
13631,136310,B
13632,136320,A
13633,136330,B
13634,136340,A
13635,136350,B
13636,136360,A
13637,136370,B
13638,136380,A
13639,136390,B
13640,136400,A
13641,136410,B
13642,136420,A
13643,136430,B
13644,136440,A
13645,136450,B
13646,136460,A
13647,136470,B
13648,136480,A
13649,136490,B
13650,136500,A
13651,136510,B
13652,136520,A
13653,136530,B
13654,136540,A
13655,136550,B
13656,136560,A
13657,136570,B
13658,136580,A
13659,136590,B
13660,136600,A
13661,136610,B
13662,136620,A
13663,136630,B
13664,136640,A
13665,136650,B
13666,136660,A
13667,136670,B
13668,136680,A
13669,136690,B
13670,136700,A
13671,136710,B
13672,136720,A
13673,136730,B
13674,136740,A
13675,136750,B
13676,136760,A
13677,136770,B
13678,136780,A
13679,136790,B
13680,136800,A
13681,136810,B
13682,136820,A
13683,136830,B
13684,136840,A
13685,136850,B
13686,136860,A
13687,136870,B
13688,136880,A
13689,136890,B
13690,136900,A
13691,136910,B
13692,136920,A
13693,136930,B
13694,136940,A
13695,136950,B
13696,136960,A
13697,136970,B
13698,136980,A
13699,136990,B
13700,137000,A
13701,137010,B
13702,137020,A
13703,137030,B
13704,137040,A
13705,137050,B
13706,137060,A
13707,137070,B
13708,137080,A
13709,137090,B
13710,137100,A
13711,137110,B
13712,137120,A
13713,137130,B
13714,137140,A
13715,137150,B
13716,137160,A
13717,137170,B
13718,137180,A
13719,137190,B
13720,137200,A
13721,137210,B
13722,137220,A
13723,137230,B
13724,137240,A
13725,137250,B
13726,137260,A
13727,137270,B
13728,137280,A
13729,137290,B
13730,137300,A
13731,137310,B
13732,137320,A
13733,137330,B
13734,137340,A
13735,137350,B
13736,137360,A
13737,137370,B
13738,137380,A
13739,137390,B
13740,137400,A
13741,137410,B
13742,137420,A
13743,137430,B
13744,137440,A
13745,137450,B
13746,137460,A
13747,137470,B
13748,137480,A
13749,137490,B
13750,137500,A
13751,137510,B
13752,137520,A
13753,137530,B
13754,137540,A
13755,137550,B
13756,137560,A
13757,137570,B
13758,137580,A
13759,137590,B
13760,137600,A
13761,137610,B
13762,137620,A
13763,137630,B
13764,137640,A
13765,137650,B
13766,137660,A
13767,137670,B
13768,137680,A
13769,137690,B
13770,137700,A
13771,137710,B
13772,137720,A
13773,137730,B
13774,137740,A
13775,137750,B
13776,137760,A
13777,137770,B
13778,137780,A
13779,137790,B
13780,137800,A
13781,137810,B
13782,137820,A
13783,137830,B
13784,137840,A
13785,137850,B
13786,137860,A
13787,137870,B
13788,137880,A
13789,137890,B
13790,137900,A
13791,137910,B
13792,137920,A
13793,137930,B
13794,137940,A
13795,137950,B
13796,137960,A
13797,137970,B
13798,137980,A
13799,137990,B
13800,138000,A
13801,138010,B
13802,138020,A
13803,138030,B
13804,138040,A
13805,138050,B
13806,138060,A
13807,138070,B
13808,138080,A
13809,138090,B
13810,138100,A
13811,138110,B
13812,138120,A
13813,138130,B
13814,138140,A
13815,138150,B
13816,138160,A
13817,138170,B
13818,138180,A
13819,138190,B
13820,138200,A
13821,138210,B
13822,138220,A
13823,138230,B
13824,138240,A
13825,138250,B
13826,138260,A
13827,138270,B
13828,138280,A
13829,138290,B
13830,138300,A
13831,138310,B
13832,138320,A
13833,138330,B
13834,138340,A
13835,138350,B
13836,138360,A
13837,138370,B
13838,138380,A
13839,138390,B
13840,138400,A
13841,138410,B
13842,138420,A
13843,138430,B
13844,138440,A
13845,138450,B
13846,138460,A
13847,138470,B
13848,138480,A
13849,138490,B
13850,138500,A
13851,138510,B
13852,138520,A
13853,138530,B
13854,138540,A
13855,138550,B
13856,138560,A
13857,138570,B
13858,138580,A
13859,138590,B
13860,138600,A
13861,138610,B
13862,138620,A
13863,138630,B
13864,138640,A
13865,138650,B
13866,138660,A
13867,138670,B
13868,138680,A
13869,138690,B
13870,138700,A
13871,138710,B
13872,138720,A
13873,138730,B
13874,138740,A
13875,138750,B
13876,138760,A
13877,138770,B
13878,138780,A
13879,138790,B
13880,138800,A
13881,138810,B
13882,138820,A
13883,138830,B
13884,138840,A
13885,138850,B
13886,138860,A
13887,138870,B
13888,138880,A
13889,138890,B
13890,138900,A
13891,138910,B
13892,138920,A
13893,138930,B
13894,138940,A
13895,138950,B
13896,138960,A
13897,138970,B
13898,138980,A
13899,138990,B
13900,139000,A
13901,139010,B
13902,139020,A
13903,139030,B
13904,139040,A
13905,139050,B
13906,139060,A
13907,139070,B
13908,139080,A
13909,139090,B
13910,139100,A
13911,139110,B
13912,139120,A
13913,139130,B
13914,139140,A
13915,139150,B
13916,139160,A
13917,139170,B
13918,139180,A
13919,139190,B
13920,139200,A
13921,139210,B
13922,139220,A
13923,139230,B
13924,139240,A
13925,139250,B
13926,139260,A
13927,139270,B
13928,139280,A
13929,139290,B
13930,139300,A
13931,139310,B
13932,139320,A
13933,139330,B
13934,139340,A
13935,139350,B
13936,139360,A
13937,139370,B
13938,139380,A
13939,139390,B
13940,139400,A
13941,139410,B
13942,139420,A
13943,139430,B
13944,139440,A
13945,139450,B
13946,139460,A
13947,139470,B
13948,139480,A
13949,139490,B
13950,139500,A
13951,139510,B
13952,139520,A
13953,139530,B
13954,139540,A
13955,139550,B
13956,139560,A
13957,139570,B
13958,139580,A
13959,139590,B
13960,139600,A
13961,139610,B
13962,139620,A
13963,139630,B
13964,139640,A
13965,139650,B
13966,139660,A
13967,139670,B
13968,139680,A
13969,139690,B
13970,139700,A
13971,139710,B
13972,139720,A
13973,139730,B
13974,139740,A
13975,139750,B
13976,139760,A
13977,139770,B
13978,139780,A
13979,139790,B
13980,139800,A
13981,139810,B
13982,139820,A
13983,139830,B
13984,139840,A
13985,139850,B
13986,139860,A
13987,139870,B
13988,139880,A
13989,139890,B
13990,139900,A
13991,139910,B
13992,139920,A
13993,139930,B
13994,139940,A
13995,139950,B
13996,139960,A
13997,139970,B
13998,139980,A
13999,139990,B
14000,140000,A
14001,140010,B
14002,140020,A
14003,140030,B
14004,140040,A
14005,140050,B
14006,140060,A
14007,140070,B
14008,140080,A
14009,140090,B
14010,140100,A
14011,140110,B
14012,140120,A
14013,140130,B
14014,140140,A
14015,140150,B
14016,140160,A
14017,140170,B
14018,140180,A
14019,140190,B
14020,140200,A
14021,140210,B
14022,140220,A
14023,140230,B
14024,140240,A
14025,140250,B
14026,140260,A
14027,140270,B
14028,140280,A
14029,140290,B
14030,140300,A
14031,140310,B
14032,140320,A
14033,140330,B
14034,140340,A
14035,140350,B
14036,140360,A
14037,140370,B
14038,140380,A
14039,140390,B
14040,140400,A
14041,140410,B
14042,140420,A
14043,140430,B
14044,140440,A
14045,140450,B
14046,140460,A
14047,140470,B
14048,140480,A
14049,140490,B
14050,140500,A
14051,140510,B
14052,140520,A
14053,140530,B
14054,140540,A
14055,140550,B
14056,140560,A
14057,140570,B
14058,140580,A
14059,140590,B
14060,140600,A
14061,140610,B
14062,140620,A
14063,140630,B
14064,140640,A
14065,140650,B
14066,140660,A
14067,140670,B
14068,140680,A
14069,140690,B
14070,140700,A
14071,140710,B
14072,140720,A
14073,140730,B
14074,140740,A
14075,140750,B
14076,140760,A
14077,140770,B
14078,140780,A
14079,140790,B
14080,140800,A
14081,140810,B
14082,140820,A
14083,140830,B
14084,140840,A
14085,140850,B
14086,140860,A
14087,140870,B
14088,140880,A
14089,140890,B
14090,140900,A
14091,140910,B
14092,140920,A
14093,140930,B
14094,140940,A
14095,140950,B
14096,140960,A
14097,140970,B
14098,140980,A
14099,140990,B
14100,141000,A
14101,141010,B
14102,141020,A
14103,141030,B
14104,141040,A
14105,141050,B
14106,141060,A
14107,141070,B
14108,141080,A
14109,141090,B
14110,141100,A
14111,141110,B
14112,141120,A
14113,141130,B
14114,141140,A
14115,141150,B
14116,141160,A
14117,141170,B
14118,141180,A
14119,141190,B
14120,141200,A
14121,141210,B
14122,141220,A
14123,141230,B
14124,141240,A
14125,141250,B
14126,141260,A
14127,141270,B
14128,141280,A
14129,141290,B
14130,141300,A
14131,141310,B
14132,141320,A
14133,141330,B
14134,141340,A
14135,141350,B
14136,141360,A
14137,141370,B
14138,141380,A
14139,141390,B
14140,141400,A
14141,141410,B
14142,141420,A
14143,141430,B
14144,141440,A
14145,141450,B
14146,141460,A
14147,141470,B
14148,141480,A
14149,141490,B
14150,141500,A
14151,141510,B
14152,141520,A
14153,141530,B
14154,141540,A
14155,141550,B
14156,141560,A
14157,141570,B
14158,141580,A
14159,141590,B
14160,141600,A
14161,141610,B
14162,141620,A
14163,141630,B
14164,141640,A
14165,141650,B
14166,141660,A
14167,141670,B
14168,141680,A
14169,141690,B
14170,141700,A
14171,141710,B
14172,141720,A
14173,141730,B
14174,141740,A
14175,141750,B
14176,141760,A
14177,141770,B
14178,141780,A
14179,141790,B
14180,141800,A
14181,141810,B
14182,141820,A
14183,141830,B
14184,141840,A
14185,141850,B
14186,141860,A
14187,141870,B
14188,141880,A
14189,141890,B
14190,141900,A
14191,141910,B
14192,141920,A
14193,141930,B
14194,141940,A
14195,141950,B
14196,141960,A
14197,141970,B
14198,141980,A
14199,141990,B
14200,142000,A
14201,142010,B
14202,142020,A
14203,142030,B
14204,142040,A
14205,142050,B
14206,142060,A
14207,142070,B
14208,142080,A
14209,142090,B
14210,142100,A
14211,142110,B
14212,142120,A
14213,142130,B
14214,142140,A
14215,142150,B
14216,142160,A
14217,142170,B
14218,142180,A
14219,142190,B
14220,142200,A
14221,142210,B
14222,142220,A
14223,142230,B
14224,142240,A
14225,142250,B
14226,142260,A
14227,142270,B
14228,142280,A
14229,142290,B
14230,142300,A
14231,142310,B
14232,142320,A
14233,142330,B
14234,142340,A
14235,142350,B
14236,142360,A
14237,142370,B
14238,142380,A
14239,142390,B
14240,142400,A
14241,142410,B
14242,142420,A
14243,142430,B
14244,142440,A
14245,142450,B
14246,142460,A
14247,142470,B
14248,142480,A
14249,142490,B
14250,142500,A
14251,142510,B
14252,142520,A
14253,142530,B
14254,142540,A
14255,142550,B
14256,142560,A
14257,142570,B
14258,142580,A
14259,142590,B
14260,142600,A
14261,142610,B
14262,142620,A
14263,142630,B
14264,142640,A
14265,142650,B
14266,142660,A
14267,142670,B
14268,142680,A
14269,142690,B
14270,142700,A
14271,142710,B
14272,142720,A
14273,142730,B
14274,142740,A
14275,142750,B
14276,142760,A
14277,142770,B
14278,142780,A
14279,142790,B
14280,142800,A
14281,142810,B
14282,142820,A
14283,142830,B
14284,142840,A
14285,142850,B
14286,142860,A
14287,142870,B
14288,142880,A
14289,142890,B
14290,142900,A
14291,142910,B
14292,142920,A
14293,142930,B
14294,142940,A
14295,142950,B
14296,142960,A
14297,142970,B
14298,142980,A
14299,142990,B
14300,143000,A
14301,143010,B
14302,143020,A
14303,143030,B
14304,143040,A
14305,143050,B
14306,143060,A
14307,143070,B
14308,143080,A
14309,143090,B
14310,143100,A
14311,143110,B
14312,143120,A
14313,143130,B
14314,143140,A
14315,143150,B
14316,143160,A
14317,143170,B
14318,143180,A
14319,143190,B
14320,143200,A
14321,143210,B
14322,143220,A
14323,143230,B
14324,143240,A
14325,143250,B
14326,143260,A
14327,143270,B
14328,143280,A
14329,143290,B
14330,143300,A
14331,143310,B
14332,143320,A
14333,143330,B
14334,143340,A
14335,143350,B
14336,143360,A
14337,143370,B
14338,143380,A
14339,143390,B
14340,143400,A
14341,143410,B
14342,143420,A
14343,143430,B
14344,143440,A
14345,143450,B
14346,143460,A
14347,143470,B
14348,143480,A
14349,143490,B
14350,143500,A
14351,143510,B
14352,143520,A
14353,143530,B
14354,143540,A
14355,143550,B
14356,143560,A
14357,143570,B
14358,143580,A
14359,143590,B
14360,143600,A
14361,143610,B
14362,143620,A
14363,143630,B
14364,143640,A
14365,143650,B
14366,143660,A
14367,143670,B
14368,143680,A
14369,143690,B
14370,143700,A
14371,143710,B
14372,143720,A
14373,143730,B
14374,143740,A
14375,143750,B
14376,143760,A
14377,143770,B
14378,143780,A
14379,143790,B
14380,143800,A
14381,143810,B
14382,143820,A
14383,143830,B
14384,143840,A
14385,143850,B
14386,143860,A
14387,143870,B
14388,143880,A
14389,143890,B
14390,143900,A
14391,143910,B
14392,143920,A
14393,143930,B
14394,143940,A
14395,143950,B
14396,143960,A
14397,143970,B
14398,143980,A
14399,143990,B
14400,144000,A
14401,144010,B
14402,144020,A
14403,144030,B
14404,144040,A
14405,144050,B
14406,144060,A
14407,144070,B
14408,144080,A
14409,144090,B
14410,144100,A
14411,144110,B
14412,144120,A
14413,144130,B
14414,144140,A
14415,144150,B
14416,144160,A
14417,144170,B
14418,144180,A
14419,144190,B
14420,144200,A
14421,144210,B
14422,144220,A
14423,144230,B
14424,144240,A
14425,144250,B
14426,144260,A
14427,144270,B
14428,144280,A
14429,144290,B
14430,144300,A
14431,144310,B
14432,144320,A
14433,144330,B
14434,144340,A
14435,144350,B
14436,144360,A
14437,144370,B
14438,144380,A
14439,144390,B
14440,144400,A
14441,144410,B
14442,144420,A
14443,144430,B
14444,144440,A
14445,144450,B
14446,144460,A
14447,144470,B
14448,144480,A
14449,144490,B
14450,144500,A
14451,144510,B
14452,144520,A
14453,144530,B
14454,144540,A
14455,144550,B
14456,144560,A
14457,144570,B
14458,144580,A
14459,144590,B
14460,144600,A
14461,144610,B
14462,144620,A
14463,144630,B
14464,144640,A
14465,144650,B
14466,144660,A
14467,144670,B
14468,144680,A
14469,144690,B
14470,144700,A
14471,144710,B
14472,144720,A
14473,144730,B
14474,144740,A
14475,144750,B
14476,144760,A
14477,144770,B
14478,144780,A
14479,144790,B
14480,144800,A
14481,144810,B
14482,144820,A
14483,144830,B
14484,144840,A
14485,144850,B
14486,144860,A
14487,144870,B
14488,144880,A
14489,144890,B
14490,144900,A
14491,144910,B
14492,144920,A
14493,144930,B
14494,144940,A
14495,144950,B
14496,144960,A
14497,144970,B
14498,144980,A
14499,144990,B
14500,145000,A
14501,145010,B
14502,145020,A
14503,145030,B
14504,145040,A
14505,145050,B
14506,145060,A
14507,145070,B
14508,145080,A
14509,145090,B
14510,145100,A
14511,145110,B
14512,145120,A
14513,145130,B
14514,145140,A
14515,145150,B
14516,145160,A
14517,145170,B
14518,145180,A
14519,145190,B
14520,145200,A
14521,145210,B
14522,145220,A
14523,145230,B
14524,145240,A
14525,145250,B
14526,145260,A
14527,145270,B
14528,145280,A
14529,145290,B
14530,145300,A
14531,145310,B
14532,145320,A
14533,145330,B
14534,145340,A
14535,145350,B
14536,145360,A
14537,145370,B
14538,145380,A
14539,145390,B
14540,145400,A
14541,145410,B
14542,145420,A
14543,145430,B
14544,145440,A
14545,145450,B
14546,145460,A
14547,145470,B
14548,145480,A
14549,145490,B
14550,145500,A
14551,145510,B
14552,145520,A
14553,145530,B
14554,145540,A
14555,145550,B
14556,145560,A
14557,145570,B
14558,145580,A
14559,145590,B
14560,145600,A
14561,145610,B
14562,145620,A
14563,145630,B
14564,145640,A
14565,145650,B
14566,145660,A
14567,145670,B
14568,145680,A
14569,145690,B
14570,145700,A
14571,145710,B
14572,145720,A
14573,145730,B
14574,145740,A
14575,145750,B
14576,145760,A
14577,145770,B
14578,145780,A
14579,145790,B
14580,145800,A
14581,145810,B
14582,145820,A
14583,145830,B
14584,145840,A
14585,145850,B
14586,145860,A
14587,145870,B
14588,145880,A
14589,145890,B
14590,145900,A
14591,145910,B
14592,145920,A
14593,145930,B
14594,145940,A
14595,145950,B
14596,145960,A
14597,145970,B
14598,145980,A
14599,145990,B
14600,146000,A
14601,146010,B
14602,146020,A
14603,146030,B
14604,146040,A
14605,146050,B
14606,146060,A
14607,146070,B
14608,146080,A
14609,146090,B
14610,146100,A
14611,146110,B
14612,146120,A
14613,146130,B
14614,146140,A
14615,146150,B
14616,146160,A
14617,146170,B
14618,146180,A
14619,146190,B
14620,146200,A
14621,146210,B
14622,146220,A
14623,146230,B
14624,146240,A
14625,146250,B
14626,146260,A
14627,146270,B
14628,146280,A
14629,146290,B
14630,146300,A
14631,146310,B
14632,146320,A
14633,146330,B
14634,146340,A
14635,146350,B
14636,146360,A
14637,146370,B
14638,146380,A
14639,146390,B
14640,146400,A
14641,146410,B
14642,146420,A
14643,146430,B
14644,146440,A
14645,146450,B
14646,146460,A
14647,146470,B
14648,146480,A
14649,146490,B
14650,146500,A
14651,146510,B
14652,146520,A
14653,146530,B
14654,146540,A
14655,146550,B
14656,146560,A
14657,146570,B
14658,146580,A
14659,146590,B
14660,146600,A
14661,146610,B
14662,146620,A
14663,146630,B
14664,146640,A
14665,146650,B
14666,146660,A
14667,146670,B
14668,146680,A
14669,146690,B
14670,146700,A
14671,146710,B
14672,146720,A
14673,146730,B
14674,146740,A
14675,146750,B
14676,146760,A
14677,146770,B
14678,146780,A
14679,146790,B
14680,146800,A
14681,146810,B
14682,146820,A
14683,146830,B
14684,146840,A
14685,146850,B
14686,146860,A
14687,146870,B
14688,146880,A
14689,146890,B
14690,146900,A
14691,146910,B
14692,146920,A
14693,146930,B
14694,146940,A
14695,146950,B
14696,146960,A
14697,146970,B
14698,146980,A
14699,146990,B
14700,147000,A
14701,147010,B
14702,147020,A
14703,147030,B
14704,147040,A
14705,147050,B
14706,147060,A
14707,147070,B
14708,147080,A
14709,147090,B
14710,147100,A
14711,147110,B
14712,147120,A
14713,147130,B
14714,147140,A
14715,147150,B
14716,147160,A
14717,147170,B
14718,147180,A
14719,147190,B
14720,147200,A
14721,147210,B
14722,147220,A
14723,147230,B
14724,147240,A
14725,147250,B
14726,147260,A
14727,147270,B
14728,147280,A
14729,147290,B
14730,147300,A
14731,147310,B
14732,147320,A
14733,147330,B
14734,147340,A
14735,147350,B
14736,147360,A
14737,147370,B
14738,147380,A
14739,147390,B
14740,147400,A
14741,147410,B
14742,147420,A
14743,147430,B
14744,147440,A
14745,147450,B
14746,147460,A
14747,147470,B
14748,147480,A
14749,147490,B
14750,147500,A
14751,147510,B
14752,147520,A
14753,147530,B
14754,147540,A
14755,147550,B
14756,147560,A
14757,147570,B
14758,147580,A
14759,147590,B
14760,147600,A
14761,147610,B
14762,147620,A
14763,147630,B
14764,147640,A
14765,147650,B
14766,147660,A
14767,147670,B
14768,147680,A
14769,147690,B
14770,147700,A
14771,147710,B
14772,147720,A
14773,147730,B
14774,147740,A
14775,147750,B
14776,147760,A
14777,147770,B
14778,147780,A
14779,147790,B
14780,147800,A
14781,147810,B
14782,147820,A
14783,147830,B
14784,147840,A
14785,147850,B
14786,147860,A
14787,147870,B
14788,147880,A
14789,147890,B
14790,147900,A
14791,147910,B
14792,147920,A
14793,147930,B
14794,147940,A
14795,147950,B
14796,147960,A
14797,147970,B
14798,147980,A
14799,147990,B
14800,148000,A
14801,148010,B
14802,148020,A
14803,148030,B
14804,148040,A
14805,148050,B
14806,148060,A
14807,148070,B
14808,148080,A
14809,148090,B
14810,148100,A
14811,148110,B
14812,148120,A
14813,148130,B
14814,148140,A
14815,148150,B
14816,148160,A
14817,148170,B
14818,148180,A
14819,148190,B
14820,148200,A
14821,148210,B
14822,148220,A
14823,148230,B
14824,148240,A
14825,148250,B
14826,148260,A
14827,148270,B
14828,148280,A
14829,148290,B
14830,148300,A
14831,148310,B
14832,148320,A
14833,148330,B
14834,148340,A
14835,148350,B
14836,148360,A
14837,148370,B
14838,148380,A
14839,148390,B
14840,148400,A
14841,148410,B
14842,148420,A
14843,148430,B
14844,148440,A
14845,148450,B
14846,148460,A
14847,148470,B
14848,148480,A
14849,148490,B
14850,148500,A
14851,148510,B
14852,148520,A
14853,148530,B
14854,148540,A
14855,148550,B
14856,148560,A
14857,148570,B
14858,148580,A
14859,148590,B
14860,148600,A
14861,148610,B
14862,148620,A
14863,148630,B
14864,148640,A
14865,148650,B
14866,148660,A
14867,148670,B
14868,148680,A
14869,148690,B
14870,148700,A
14871,148710,B
14872,148720,A
14873,148730,B
14874,148740,A
14875,148750,B
14876,148760,A
14877,148770,B
14878,148780,A
14879,148790,B
14880,148800,A
14881,148810,B
14882,148820,A
14883,148830,B
14884,148840,A
14885,148850,B
14886,148860,A
14887,148870,B
14888,148880,A
14889,148890,B
14890,148900,A
14891,148910,B
14892,148920,A
14893,148930,B
14894,148940,A
14895,148950,B
14896,148960,A
14897,148970,B
14898,148980,A
14899,148990,B
14900,149000,A
14901,149010,B
14902,149020,A
14903,149030,B
14904,149040,A
14905,149050,B
14906,149060,A
14907,149070,B
14908,149080,A
14909,149090,B
14910,149100,A
14911,149110,B
14912,149120,A
14913,149130,B
14914,149140,A
14915,149150,B
14916,149160,A
